date,product,category,price,quantity
2023-07-21,B,Home,236.41,1
2023-08-11,C,Clothing,389.63,13
2023-08-06,A,Sports,236.82,8
2023-09-11,F,Sports,157.98,10
2023-08-22,D,Home,100.48,6
2023-08-06,B,Toys,116.66,13
2023-09-14,D,Electronics,87.43,13
2023-07-31,A,Groceries,237.36,1
2023-08-12,F,Groceries,18.81,10
2023-07-14,F,Clothing,59.23,19
2023-09-25,C,Home,317.57,17
2023-07-10,D,Home,283.34,16
2023-08-04,B,Home,144.68,5
2023-09-11,D,Groceries,173.66,1
2023-09-28,E,Electronics,347.28,7
2023-09-26,E,Toys,313.04,16
2023-09-19,E,Home,177.42,5
2023-08-30,B,Home,196.88,19
2023-09-26,C,Clothing,391.71,11
2023-09-19,C,Groceries,243.07,2
2023-08-04,A,Clothing,85.07,11
2023-07-03,B,Electronics,283.31,19
2023-07-25,F,Sports,366.72,10
2023-08-10,C,Home,146.6,17
2023-09-28,D,Home,346.7,16
2023-08-29,D,Groceries,110.98,11
2023-07-20,F,Electronics,36.36,13
2023-07-09,E,Toys,6.5,7
2023-07-01,D,Sports,141.17,9
2023-07-13,C,Toys,371.37,12
2023-07-05,F,Electronics,149.59,1
2023-09-17,E,Toys,191.11,2
2023-08-15,F,Toys,203.68,18
2023-07-31,A,Groceries,71.99,19
2023-09-09,A,Home,276.28,16
2023-07-04,C,Clothing,161.9,8
2023-09-28,D,Home,285.83,1
2023-09-15,E,Electronics,177.83,17
2023-08-14,B,Electronics,230.91,5
2023-09-09,C,Toys,224.91,10
2023-09-15,C,Sports,365.59,12
2023-08-07,E,Home,362.94,12
2023-07-28,C,Clothing,162.91,13
2023-08-07,B,Groceries,226.11,19
2023-07-26,A,Toys,81.58,13
2023-09-16,D,Electronics,337.57,8
2023-07-29,D,Electronics,324.83,8
2023-07-06,D,Sports,144.5,12
2023-07-07,C,Clothing,63.68,1
2023-08-27,C,Groceries,183.47,14
2023-08-18,D,Clothing,21.88,10
2023-08-25,A,Toys,255.8,14
2023-07-26,E,Home,240.18,9
2023-09-10,C,Sports,111.44,14
2023-07-24,F,Sports,223.34,7
2023-09-02,F,Toys,133.1,18
2023-08-26,E,Clothing,185.51,3
2023-07-29,F,Home,81.58,13
2023-07-11,A,Toys,124.08,10
2023-09-15,E,Electronics,28.46,10
2023-08-21,D,Groceries,98.08,7
2023-09-13,C,Electronics,54.55,9
2023-09-26,F,Electronics,22.89,1
2023-08-27,F,Electronics,72.27,14
2023-08-17,C,Toys,87.26,16
2023-08-01,D,Toys,12.57,10
2023-08-24,D,Electronics,192.38,3
2023-07-19,C,Clothing,271.77,11
2023-08-03,A,Groceries,96.57,3
2023-08-12,B,Groceries,183.84,14
2023-07-02,A,Groceries,368.76,15
2023-07-26,B,Groceries,157.32,2
2023-07-22,E,Home,254.22,17
2023-07-02,D,Groceries,342.18,17
2023-08-17,A,Electronics,161.41,12
2023-07-13,F,Groceries,223.28,13
2023-07-12,A,Electronics,174.94,13
2023-09-29,F,Home,278.16,16
2023-08-02,E,Sports,321.31,8
2023-08-10,F,Electronics,5.41,1
2023-08-21,B,Home,329.15,1
2023-07-30,E,Clothing,344.24,14
2023-07-23,B,Clothing,149.4,2
2023-09-02,A,Clothing,149.37,19
2023-09-05,F,Groceries,294.85,6
2023-09-15,C,Clothing,308.86,3
2023-07-10,D,Home,195.31,15
2023-08-21,C,Sports,117.12,11
2023-09-14,E,Electronics,291.56,6
2023-07-15,C,Sports,272.77,11
2023-07-02,F,Electronics,303.14,1
2023-09-14,C,Groceries,119.19,16
2023-08-11,E,Groceries,254.64,15
2023-07-05,B,Toys,102.03,3
2023-09-23,A,Home,354.77,1
2023-09-12,E,Groceries,136.07,10
2023-09-10,E,Electronics,138.77,7
2023-09-06,E,Toys,375.25,19
2023-08-30,E,Home,30.78,16
2023-07-28,C,Electronics,108.48,7
2023-08-29,C,Groceries,379.07,14
2023-09-04,D,Sports,166.61,18
2023-07-04,C,Groceries,384.63,14
2023-07-02,D,Clothing,10.86,11
2023-07-29,C,Electronics,253.64,16
2023-09-04,C,Clothing,21.61,19
2023-08-20,C,Clothing,13.23,11
2023-07-27,E,Electronics,28.39,5
2023-09-27,C,Electronics,21.76,8
2023-07-20,A,Electronics,149.54,18
2023-09-10,C,Electronics,197.98,7
2023-09-14,F,Toys,139.08,12
2023-09-25,E,Home,34.34,10
2023-09-14,B,Sports,19.16,1
2023-09-07,D,Toys,68.75,7
2023-09-24,C,Clothing,193.72,5
2023-07-08,D,Toys,198.64,19
2023-08-06,C,Home,345.15,10
2023-08-18,B,Toys,332.84,11
2023-08-22,C,Toys,216.22,1
2023-08-13,C,Home,199.77,8
2023-08-03,C,Sports,262.13,19
2023-08-20,C,Electronics,243.11,10
2023-07-19,C,Groceries,105.14,7
2023-07-07,C,Electronics,122.46,16
2023-08-20,C,Clothing,89.63,16
2023-09-06,B,Home,274.09,9
2023-09-20,C,Home,369.21,13
2023-09-08,B,Groceries,343.39,12
2023-09-07,C,Toys,58.1,1
2023-08-04,C,Groceries,208.27,9
2023-08-19,A,Sports,351.28,8
2023-08-27,D,Sports,53.76,12
2023-09-05,A,Sports,247.36,11
2023-07-03,D,Groceries,176.69,18
2023-09-07,F,Electronics,313.32,13
2023-07-09,D,Sports,19.78,14
2023-09-30,D,Sports,329.16,18
2023-08-11,B,Home,19.68,13
2023-09-24,C,Electronics,105.38,15
2023-09-20,E,Electronics,313.9,14
2023-08-08,F,Toys,365.63,6
2023-09-05,E,Toys,113.69,18
2023-07-08,F,Toys,360.72,1
2023-08-22,B,Groceries,160.64,5
2023-07-04,B,Clothing,221.2,10
2023-07-06,F,Clothing,81.45,12
2023-08-30,A,Sports,87.78,19
2023-08-05,E,Home,382.07,2
2023-09-16,C,Toys,268.54,13
2023-09-04,E,Home,186.44,16
2023-07-15,F,Groceries,394.49,19
2023-07-17,A,Electronics,252.86,16
2023-07-06,E,Toys,198.07,6
2023-07-23,C,Sports,50.45,2
2023-08-26,C,Groceries,23.45,14
2023-09-22,A,Groceries,39.93,19
2023-08-12,F,Toys,79.5,7
2023-07-12,F,Clothing,95.32,10
2023-08-12,E,Groceries,30.54,12
2023-07-06,E,Groceries,51.81,18
2023-08-24,B,Clothing,12.43,8
2023-07-05,C,Groceries,86.0,9
2023-07-24,F,Toys,107.84,5
2023-07-21,A,Groceries,159.22,6
2023-08-04,B,Groceries,174.44,12
2023-08-05,F,Sports,117.14,9
2023-07-11,F,Home,350.15,18
2023-07-23,C,Home,291.41,1
2023-07-31,A,Electronics,97.5,9
2023-08-19,C,Electronics,182.74,8
2023-07-25,F,Groceries,217.68,6
2023-07-04,F,Home,373.36,1
2023-09-07,B,Home,89.07,5
2023-07-13,E,Toys,52.99,13
2023-09-20,D,Home,78.75,7
2023-07-23,E,Toys,111.59,17
2023-07-14,B,Groceries,11.5,1
2023-09-03,B,Toys,126.22,19
2023-09-18,E,Clothing,269.79,12
2023-08-16,B,Clothing,120.89,18
2023-09-28,C,Toys,354.72,1
2023-08-11,A,Toys,145.51,19
2023-08-11,A,Home,14.92,14
2023-08-31,A,Clothing,188.6,15
2023-08-31,E,Clothing,93.8,16
2023-07-20,E,Clothing,379.73,15
2023-09-01,C,Sports,386.05,1
2023-08-05,C,Clothing,206.61,1
2023-07-24,B,Groceries,194.25,14
2023-09-26,B,Sports,135.86,9
2023-08-12,A,Clothing,369.46,17
2023-08-10,E,Electronics,60.13,5
2023-07-16,C,Home,321.1,6
2023-09-30,E,Toys,218.04,3
2023-08-07,E,Clothing,16.17,18
2023-08-15,D,Groceries,181.96,11
2023-07-15,F,Clothing,34.05,2
2023-08-17,A,Groceries,33.84,19
2023-08-24,E,Home,312.26,1
2023-08-25,F,Toys,162.48,6
2023-09-11,F,Electronics,375.26,3
2023-07-04,E,Clothing,391.32,13
2023-09-13,A,Groceries,389.2,1
2023-08-27,F,Groceries,179.26,12
2023-07-17,D,Sports,61.12,12
2023-09-23,F,Home,321.27,3
2023-09-15,E,Clothing,180.96,19
2023-09-16,B,Toys,181.38,8
2023-09-23,C,Clothing,10.11,6
2023-07-03,E,Home,178.13,5
2023-07-03,C,Toys,169.37,14
2023-09-11,A,Groceries,143.79,6
2023-07-07,F,Sports,11.63,15
2023-08-13,B,Toys,329.35,16
2023-08-02,E,Clothing,166.59,1
2023-09-04,C,Electronics,98.72,18
2023-09-14,B,Home,344.91,17
2023-08-07,E,Home,289.53,10
2023-08-08,A,Groceries,188.72,7
2023-07-06,C,Toys,155.12,2
2023-07-03,E,Electronics,223.22,15
2023-09-22,F,Electronics,154.08,3
2023-08-14,F,Clothing,338.06,13
2023-07-16,A,Electronics,217.7,5
2023-07-06,D,Groceries,325.06,17
2023-07-30,C,Electronics,157.62,6
2023-08-22,E,Clothing,160.39,5
2023-08-03,E,Home,319.86,2
2023-09-14,D,Electronics,98.8,19
2023-08-19,B,Electronics,84.52,13
2023-08-27,D,Groceries,24.0,12
2023-07-03,B,Groceries,69.12,15
2023-08-26,E,Groceries,10.39,16
2023-09-09,F,Sports,28.65,11
2023-09-01,B,Home,131.51,5
2023-07-10,C,Toys,308.14,14
2023-07-25,E,Sports,189.99,16
2023-08-02,D,Clothing,5.63,11
2023-08-13,A,Toys,253.37,14
2023-07-29,B,Clothing,290.26,16
2023-08-31,E,Clothing,162.3,14
2023-09-12,F,Home,258.48,19
2023-07-03,F,Groceries,126.77,14
2023-07-17,E,Electronics,307.79,11
2023-09-20,F,Groceries,142.37,12
2023-09-19,A,Home,277.12,1
2023-09-19,F,Groceries,324.58,15
2023-08-16,A,Electronics,216.46,5
2023-07-01,F,Groceries,75.53,18
2023-09-14,A,Electronics,385.78,9
2023-09-19,E,Electronics,14.18,3
2023-08-16,D,Clothing,308.5,16
2023-07-07,E,Home,320.99,14
2023-07-01,A,Electronics,226.43,1
2023-09-27,B,Groceries,315.03,8
2023-08-30,A,Home,168.74,5
2023-09-23,A,Groceries,163.63,3
2023-08-08,C,Clothing,332.07,1
2023-09-01,C,Electronics,284.15,18
2023-08-24,D,Home,52.52,15
2023-09-23,D,Toys,196.37,2
2023-08-15,A,Clothing,213.47,10
2023-08-03,E,Clothing,198.42,10
2023-08-04,D,Toys,292.26,1
2023-08-01,F,Clothing,356.65,16
2023-09-30,A,Electronics,17.56,1
2023-08-02,F,Clothing,33.01,10
2023-07-18,C,Groceries,173.48,11
2023-07-05,B,Sports,188.76,6
2023-08-04,D,Home,171.4,16
2023-08-21,B,Home,99.41,13
2023-07-14,B,Sports,84.27,15
2023-09-08,C,Toys,383.51,1
2023-09-02,F,Home,240.72,1
2023-09-21,B,Sports,337.17,3
2023-09-09,A,Groceries,214.12,14
2023-08-07,D,Sports,342.34,18
2023-08-04,C,Clothing,195.69,3
2023-08-27,E,Electronics,245.66,11
2023-08-10,F,Clothing,355.11,8
2023-09-17,B,Electronics,160.82,6
2023-09-06,B,Clothing,56.91,1
2023-09-22,E,Toys,186.81,14
2023-08-15,A,Clothing,50.92,5
2023-07-19,F,Electronics,116.86,17
2023-09-21,E,Home,142.99,18
2023-08-20,A,Electronics,120.28,8
2023-09-06,E,Groceries,194.63,5
2023-07-02,D,Clothing,399.59,18
2023-09-09,F,Toys,327.81,7
2023-09-20,A,Clothing,133.88,18
2023-09-16,D,Toys,27.65,1
2023-09-01,E,Groceries,65.51,7
2023-07-21,B,Electronics,281.58,16
2023-08-24,E,Home,386.56,19
2023-07-04,F,Home,52.29,16
2023-09-21,A,Home,12.37,5
2023-07-21,A,Groceries,13.27,13
2023-08-17,B,Groceries,116.8,1
2023-09-16,C,Electronics,337.08,14
2023-07-18,A,Home,206.35,9
2023-08-29,C,Sports,181.78,1
2023-08-18,F,Groceries,163.43,2
2023-09-16,D,Groceries,282.37,15
2023-07-06,F,Toys,16.53,1
2023-09-15,D,Home,109.66,6
2023-07-25,A,Electronics,333.53,6
2023-08-07,D,Electronics,148.66,5
2023-07-30,C,Clothing,145.35,5
2023-07-22,C,Toys,165.72,17
2023-08-22,B,Sports,288.14,18
2023-09-09,F,Home,397.21,14
2023-07-09,B,Clothing,215.19,1
2023-08-25,D,Toys,262.13,17
2023-09-12,B,Clothing,92.2,3
2023-09-20,C,Groceries,198.02,8
2023-08-27,F,Toys,122.8,15
2023-09-24,D,Home,152.78,19
2023-09-23,D,Clothing,163.32,12
2023-07-13,C,Groceries,95.86,15
2023-07-31,F,Groceries,246.55,15
2023-08-01,D,Groceries,35.1,1
2023-09-04,D,Clothing,10.02,9
2023-07-15,A,Clothing,13.41,1
2023-09-24,C,Groceries,39.11,10
2023-07-22,A,Toys,19.45,16
2023-08-20,D,Sports,72.97,16
2023-08-18,A,Electronics,70.27,7
2023-09-13,E,Electronics,140.46,13
2023-07-10,A,Clothing,176.22,17
2023-09-20,D,Home,320.23,3
2023-07-19,D,Toys,345.65,13
2023-08-18,A,Sports,8.07,14
2023-09-22,E,Sports,128.98,15
2023-07-14,D,Clothing,104.07,12
2023-09-11,C,Sports,17.16,1
2023-08-14,F,Groceries,345.77,12
2023-08-03,B,Clothing,68.4,12
2023-08-14,C,Sports,358.88,16
2023-07-22,F,Home,166.54,8
2023-07-29,D,Electronics,191.36,10
2023-07-07,E,Groceries,227.92,16
2023-07-14,D,Groceries,254.87,11
2023-09-08,D,Sports,292.69,17
2023-08-18,A,Toys,199.19,12
2023-07-06,A,Toys,196.93,5
2023-07-26,B,Electronics,112.94,19
2023-07-08,D,Groceries,229.24,11
2023-09-22,D,Electronics,112.06,5
2023-09-11,E,Groceries,153.52,9
2023-07-26,B,Clothing,196.22,6
2023-08-21,A,Home,155.16,1
2023-07-27,C,Sports,216.34,6
2023-09-27,F,Clothing,140.33,1
2023-08-04,A,Electronics,164.39,1
2023-08-15,D,Home,310.76,16
2023-09-12,C,Clothing,170.51,1
2023-07-29,D,Groceries,166.51,11
2023-07-01,C,Clothing,371.86,16
2023-09-06,E,Clothing,236.67,10
2023-08-11,E,Groceries,94.19,13
2023-07-18,C,Groceries,171.62,15
2023-08-31,C,Sports,188.94,16
2023-07-07,D,Electronics,130.13,3
2023-07-14,D,Sports,78.95,7
2023-08-16,D,Sports,270.93,18
2023-07-14,F,Home,179.23,13
2023-07-05,F,Sports,103.89,13
2023-09-02,E,Clothing,113.1,10
2023-09-26,C,Groceries,176.94,1
2023-07-21,F,Groceries,73.92,1
2023-09-07,C,Sports,315.23,1
2023-08-29,C,Toys,216.52,5
2023-09-11,E,Sports,222.18,1
2023-07-18,B,Clothing,314.86,15
2023-08-27,D,Home,78.8,16
2023-08-30,E,Clothing,228.55,10
2023-07-04,C,Electronics,133.06,19
2023-07-07,B,Groceries,285.09,12
2023-07-05,D,Groceries,67.32,12
2023-08-25,E,Sports,149.15,17
2023-09-27,E,Toys,226.84,18
2023-08-04,C,Groceries,154.63,7
2023-07-07,D,Toys,251.41,5
2023-09-03,F,Clothing,230.42,5
2023-08-13,A,Sports,277.4,6
2023-07-11,E,Home,369.16,18
2023-08-06,C,Sports,186.8,16
2023-08-06,E,Electronics,152.87,5
2023-08-16,A,Home,393.91,2
2023-08-14,C,Toys,167.63,2
2023-09-18,F,Home,366.92,12
2023-07-14,C,Electronics,129.2,14
2023-07-17,C,Home,123.77,11
2023-07-14,B,Toys,324.95,15
2023-07-11,D,Electronics,86.57,12
2023-09-13,C,Groceries,166.41,5
2023-09-12,A,Home,150.73,11
2023-08-30,B,Toys,335.09,1
2023-07-28,D,Electronics,242.13,9
2023-08-20,A,Toys,180.25,16
2023-09-06,B,Sports,87.49,9
2023-07-21,F,Home,156.16,9
2023-08-23,A,Toys,231.18,7
2023-09-12,B,Clothing,243.68,6
2023-09-12,F,Home,154.9,13
2023-08-05,D,Groceries,130.69,3
2023-08-14,B,Sports,387.12,18
2023-09-08,F,Electronics,136.24,14
2023-09-28,E,Toys,30.24,1
2023-09-29,C,Toys,369.46,15
2023-07-17,C,Clothing,118.3,14
2023-08-08,D,Home,175.58,13
2023-08-17,A,Toys,359.41,15
2023-09-13,B,Toys,249.73,17
2023-09-20,D,Groceries,224.18,16
2023-07-08,D,Groceries,251.17,17
2023-07-08,E,Clothing,332.9,18
2023-09-10,C,Home,16.48,5
2023-08-08,C,Clothing,300.82,3
2023-09-10,B,Clothing,194.32,11
2023-07-13,D,Clothing,215.47,14
2023-08-10,F,Electronics,271.31,5
2023-08-22,E,Toys,113.37,2
2023-07-26,A,Toys,172.71,19
2023-07-02,F,Toys,376.26,11
2023-09-04,F,Sports,120.0,12
2023-09-14,E,Clothing,312.73,5
2023-08-25,B,Toys,321.24,14
2023-08-19,A,Clothing,127.47,8
2023-08-23,B,Groceries,209.65,2
2023-09-01,B,Clothing,326.86,14
2023-08-11,B,Toys,57.76,13
2023-07-18,A,Home,377.0,1
2023-09-25,F,Groceries,128.7,7
2023-07-10,A,Clothing,369.23,18
2023-08-23,A,Home,295.35,11
2023-09-16,F,Home,29.03,6
2023-09-20,F,Clothing,165.3,17
2023-07-10,E,Home,69.09,13
2023-09-21,A,Home,21.25,13
2023-07-26,C,Home,91.97,11
2023-09-27,C,Groceries,71.32,11
2023-08-21,D,Electronics,89.59,9
2023-08-16,E,Home,60.82,6
2023-07-24,D,Toys,14.92,6
2023-07-06,D,Toys,20.89,7
2023-07-06,B,Sports,17.38,1
2023-07-30,D,Toys,12.1,10
2023-09-26,C,Electronics,221.91,1
2023-08-18,A,Groceries,106.08,10
2023-09-22,D,Electronics,279.18,2
2023-09-06,C,Home,106.87,2
2023-07-15,B,Toys,93.12,18
2023-09-21,B,Clothing,104.27,17
2023-09-03,F,Groceries,116.5,17
2023-07-01,F,Toys,256.09,1
2023-07-27,F,Home,188.33,15
2023-07-26,B,Sports,61.12,5
2023-08-09,C,Toys,165.18,9
2023-08-03,A,Toys,281.57,13
2023-08-25,E,Groceries,184.71,15
2023-07-27,A,Home,65.26,2
2023-08-18,F,Clothing,262.9,5
2023-07-17,A,Groceries,58.02,10
2023-09-07,A,Toys,69.09,6
2023-08-07,C,Clothing,343.37,16
2023-08-08,B,Toys,194.91,19
2023-09-12,F,Toys,370.03,12
2023-07-12,D,Electronics,358.81,3
2023-07-26,E,Home,176.42,19
2023-09-22,D,Sports,148.31,14
2023-07-14,E,Toys,231.0,2
2023-07-07,C,Sports,372.46,9
2023-08-03,A,Groceries,14.41,18
2023-08-23,C,Clothing,25.85,1
2023-08-27,D,Toys,389.49,1
2023-07-26,F,Home,303.45,1
2023-09-09,E,Sports,73.92,14
2023-08-26,B,Clothing,30.92,15
2023-08-11,D,Electronics,73.98,17
2023-09-26,F,Groceries,163.73,19
2023-07-22,D,Home,123.88,17
2023-07-25,B,Home,214.19,11
2023-07-06,B,Toys,210.69,9
2023-08-30,C,Home,144.33,12
2023-08-01,C,Clothing,332.63,11
2023-07-31,A,Sports,292.43,10
2023-08-27,F,Groceries,115.83,9
2023-07-08,B,Sports,96.64,17
2023-09-10,C,Groceries,98.81,16
2023-08-16,F,Electronics,365.06,3
2023-08-26,E,Electronics,254.19,13
2023-09-05,D,Sports,149.66,17
2023-09-24,E,Electronics,223.8,2
2023-07-03,F,Home,14.18,1
2023-07-22,C,Groceries,156.32,6
2023-07-30,B,Groceries,167.05,12
2023-07-04,E,Clothing,215.91,7
2023-07-16,B,Electronics,339.61,2
2023-07-29,A,Groceries,17.06,12
2023-09-06,E,Toys,22.47,10
2023-07-17,F,Sports,105.37,6
2023-09-04,A,Home,19.94,16
2023-09-15,D,Sports,12.13,2
2023-09-25,A,Electronics,175.4,7
2023-09-11,D,Toys,64.56,9
2023-09-22,C,Sports,100.17,5
2023-07-20,E,Home,86.15,15
2023-08-10,C,Groceries,257.8,1
2023-08-28,B,Clothing,28.33,12
2023-09-07,A,Groceries,155.23,18
2023-08-10,F,Home,18.96,9
2023-09-19,C,Clothing,294.69,12
2023-08-09,E,Toys,20.64,5
2023-09-26,B,Groceries,83.18,9
2023-07-01,D,Groceries,76.01,13
2023-09-16,E,Toys,163.67,11
2023-07-15,E,Home,250.39,1
2023-08-31,F,Electronics,78.05,19
2023-08-03,A,Electronics,109.56,3
2023-09-17,E,Toys,149.77,14
2023-07-13,B,Groceries,156.77,14
2023-08-14,D,Home,204.62,3
2023-07-05,B,Electronics,316.5,13
2023-07-15,C,Toys,123.33,13
2023-09-01,B,Toys,152.93,14
2023-08-15,C,Sports,370.97,13
2023-08-03,A,Electronics,132.23,19
2023-08-23,C,Groceries,379.25,8
2023-08-17,D,Sports,101.02,10
2023-09-29,F,Toys,32.6,17
2023-09-26,A,Toys,142.86,2
2023-07-31,A,Home,137.91,12
2023-08-26,E,Clothing,131.42,3
2023-07-24,F,Toys,261.57,15
2023-08-16,B,Electronics,60.86,17
2023-08-09,B,Clothing,174.28,16
2023-07-08,F,Sports,319.15,1
2023-09-17,B,Electronics,211.33,13
2023-09-09,B,Toys,15.98,14
2023-08-02,E,Groceries,18.24,2
2023-08-14,E,Home,146.29,10
2023-07-20,A,Toys,171.4,10
2023-07-11,B,Home,188.44,13
2023-08-13,D,Electronics,78.73,15
2023-07-15,F,Electronics,22.09,15
2023-09-09,F,Groceries,12.23,10
2023-09-07,E,Toys,88.81,13
2023-09-16,A,Home,56.24,7
2023-08-30,E,Home,61.92,9
2023-08-06,D,Electronics,60.11,12
2023-09-26,B,Home,37.18,17
2023-09-16,D,Sports,63.3,6
2023-07-12,F,Sports,12.4,19
2023-07-26,F,Sports,275.7,8
2023-09-28,F,Clothing,116.24,10
2023-09-05,A,Electronics,346.88,1
2023-08-20,C,Clothing,151.23,18
2023-07-07,A,Sports,110.83,16
2023-08-27,C,Home,270.87,6
2023-07-11,F,Electronics,314.49,5
2023-08-11,B,Electronics,263.05,17
2023-09-25,C,Electronics,287.72,19
2023-08-10,A,Electronics,28.48,18
2023-07-19,F,Clothing,388.07,7
2023-09-20,C,Groceries,191.26,11
2023-09-14,E,Toys,115.24,5
2023-08-17,C,Sports,151.2,12
2023-09-05,E,Sports,381.99,1
2023-07-25,A,Groceries,396.97,11
2023-09-02,C,Toys,63.51,14
2023-09-22,C,Sports,164.65,1
2023-09-22,E,Home,100.44,3
2023-09-10,E,Home,25.78,14
2023-07-13,F,Clothing,28.8,6
2023-09-06,B,Groceries,15.08,2
2023-09-06,E,Electronics,181.75,14
2023-08-14,F,Home,87.68,9
2023-07-19,E,Sports,235.95,2
2023-08-11,B,Groceries,202.52,1
2023-09-26,E,Home,11.89,3
2023-08-04,F,Clothing,159.33,17
2023-09-09,F,Electronics,327.76,7
2023-09-17,A,Home,303.74,7
2023-09-24,E,Toys,302.53,17
2023-08-29,C,Electronics,221.24,16
2023-08-03,E,Electronics,370.36,1
2023-08-30,B,Toys,243.66,13
2023-08-13,A,Sports,182.19,5
2023-08-01,C,Toys,114.13,16
2023-09-25,F,Groceries,173.61,10
2023-07-28,E,Toys,174.9,9
2023-08-17,A,Groceries,6.5,9
2023-09-04,F,Electronics,365.96,17
2023-09-16,F,Toys,192.1,1
2023-09-15,D,Clothing,378.49,11
2023-07-25,B,Electronics,155.81,10
2023-08-23,E,Home,108.79,18
2023-07-07,A,Sports,201.34,11
2023-07-08,B,Clothing,119.83,11
2023-08-26,D,Sports,111.42,16
2023-08-15,F,Clothing,312.35,1
2023-09-27,D,Clothing,193.29,2
2023-07-13,C,Electronics,62.0,14
2023-08-26,F,Home,316.39,14
2023-08-17,F,Electronics,11.78,1
2023-07-27,E,Electronics,134.82,11
2023-07-25,A,Toys,303.94,18
2023-07-20,B,Groceries,127.52,8
2023-08-06,D,Toys,300.79,2
2023-08-08,B,Home,15.74,16
2023-09-01,A,Electronics,173.75,18
2023-09-27,F,Groceries,18.43,17
2023-08-14,F,Home,133.34,5
2023-07-26,D,Clothing,13.06,13
2023-09-02,E,Home,14.73,9
2023-09-13,C,Electronics,88.14,16
2023-09-03,C,Home,33.77,11
2023-07-27,F,Electronics,221.16,17
2023-08-20,E,Clothing,227.44,13
2023-07-16,F,Groceries,170.6,9
2023-08-09,E,Toys,109.58,6
2023-08-17,F,Groceries,87.53,13
2023-08-29,D,Clothing,31.48,14
2023-07-18,E,Clothing,19.1,12
2023-09-19,B,Home,15.02,11
2023-07-17,E,Home,326.7,6
2023-08-05,F,Groceries,8.16,16
2023-08-18,B,Electronics,143.14,13
2023-07-20,C,Toys,333.76,1
2023-07-04,C,Home,355.37,10
2023-09-17,C,Home,160.6,13
2023-08-13,D,Electronics,337.18,6
2023-09-14,A,Home,313.12,10
2023-08-25,F,Home,212.58,8
2023-07-31,E,Sports,278.55,9
2023-08-05,A,Clothing,373.79,2
2023-07-21,F,Home,250.59,6
2023-08-21,F,Home,190.86,6
2023-09-07,B,Toys,132.85,11
2023-07-02,A,Sports,174.41,14
2023-07-10,A,Home,28.34,2
2023-08-21,A,Groceries,168.03,1
2023-08-27,C,Groceries,181.67,1
2023-08-24,F,Home,218.32,5
2023-08-20,D,Electronics,50.05,16
2023-08-25,E,Home,286.8,2
2023-08-29,A,Sports,384.93,11
2023-09-16,E,Home,260.64,15
