date,product,category,price,quantity
2023-12-11,B,Home,7.61,12
2023-12-01,D,Clothing,436.42,19
2023-11-07,B,Sports,84.13,3
2023-12-28,E,Electronics,161.96,14
2023-10-24,E,Groceries,446.61,11
2023-10-22,F,Toys,432.72,9
2023-12-20,F,Home,480.75,7
2023-10-24,C,Electronics,48.4,7
2023-10-24,B,Groceries,39.93,6
2023-10-11,E,Electronics,399.72,15
2023-12-28,E,Home,204.95,11
2023-10-02,B,Electronics,174.4,9
2023-11-06,E,Sports,10.42,18
2023-12-31,C,Electronics,310.38,17
2023-10-22,F,Clothing,20.57,11
2023-11-27,C,Clothing,99.45,18
2023-10-30,C,Home,273.89,3
2023-12-20,C,Toys,381.37,9
2023-11-22,F,Clothing,221.03,18
2023-12-05,A,Electronics,175.1,15
2023-11-07,E,Electronics,87.32,15
2023-10-15,F,Toys,398.6,19
2023-10-04,C,Sports,22.51,15
2023-11-24,E,Groceries,159.49,18
2023-11-11,B,Toys,419.5,12
2023-11-21,F,Sports,208.02,1
2023-10-17,F,Groceries,430.01,10
2023-12-06,C,Electronics,20.28,18
2023-12-28,B,Home,165.44,7
2023-10-04,B,Home,327.54,2
2023-10-12,E,Sports,239.33,1
2023-11-02,B,Clothing,67.0,4
2023-12-04,D,Toys,74.7,2
2023-11-26,F,Toys,76.46,5
2023-11-13,A,Groceries,36.46,6
2023-10-13,F,Sports,448.54,17
2023-11-26,E,Toys,26.36,1
2023-11-30,E,Sports,120.07,12
2023-12-02,C,Electronics,33.28,9
2023-11-05,C,Home,10.75,2
2023-12-29,D,Home,52.77,1
2023-11-26,D,Groceries,135.0,1
2023-12-17,C,Sports,68.23,1
2023-11-28,C,Toys,462.62,4
2023-11-05,A,Clothing,219.99,2
2023-10-29,C,Home,201.71,8
2023-12-15,D,Home,265.5,8
2023-12-16,E,Home,42.21,15
2023-10-02,B,Toys,436.63,13
2023-11-12,C,Electronics,192.92,6
2023-12-17,C,Electronics,94.85,8
2023-12-02,E,Toys,53.54,11
2023-10-10,C,Clothing,21.05,15
2023-10-16,D,Electronics,329.15,5
2023-12-19,D,Home,91.3,1
2023-11-05,D,Sports,155.74,17
2023-11-08,A,Toys,139.85,15
2023-12-02,B,Electronics,303.77,9
2023-11-27,A,Clothing,470.74,9
2023-11-08,B,Clothing,164.82,16
2023-12-15,E,Electronics,44.69,5
2023-10-03,B,Toys,154.14,6
2023-11-20,E,Electronics,27.88,8
2023-10-15,E,Home,330.03,11
2023-11-03,A,Clothing,401.73,19
2023-12-31,D,Home,312.35,4
2023-10-02,A,Toys,312.61,18
2023-12-31,A,Sports,276.96,15
2023-10-29,F,Sports,92.37,9
2023-12-22,A,Home,36.78,12
2023-11-18,B,Groceries,64.94,19
2023-11-15,E,Electronics,189.29,18
2023-10-02,F,Groceries,328.15,11
2023-12-08,E,Clothing,42.08,6
2023-10-07,C,Toys,325.06,7
2023-11-03,D,Sports,420.59,2
2023-12-12,F,Toys,451.41,10
2023-11-12,F,Toys,358.02,10
2023-10-07,C,Sports,60.85,1
2023-10-21,C,Electronics,16.26,18
2023-12-25,E,Toys,388.29,14
2023-12-20,D,Home,338.28,9
2023-11-05,E,Home,313.22,7
2023-11-09,D,Groceries,398.13,3
2023-12-14,A,Home,135.21,13
2023-11-01,D,Electronics,310.56,14
2023-11-30,F,Home,297.42,18
2023-10-26,F,Electronics,492.27,11
2023-12-27,B,Groceries,41.86,14
2023-11-14,F,Groceries,87.71,5
2023-12-08,F,Groceries,81.28,17
2023-11-23,A,Home,193.75,14
2023-12-14,B,Clothing,427.78,19
2023-11-11,E,Toys,460.58,5
2023-12-26,B,Toys,394.2,13
2023-11-24,B,Groceries,255.23,10
2023-10-23,F,Sports,466.35,10
2023-10-02,F,Groceries,121.83,12
2023-11-13,A,Sports,45.79,3
2023-11-28,D,Clothing,30.78,14
2023-12-31,B,Home,170.87,7
2023-10-15,B,Sports,47.65,8
2023-11-28,D,Groceries,296.85,1
2023-10-23,B,Sports,199.08,18
2023-11-18,B,Electronics,214.4,6
2023-12-24,D,Home,98.46,12
2023-12-31,E,Sports,42.56,5
2023-10-18,C,Toys,39.83,8
2023-10-11,C,Toys,30.58,9
2023-10-26,F,Home,329.12,4
2023-10-12,A,Sports,16.1,6
2023-12-17,E,Home,228.46,7
2023-10-25,A,Sports,72.32,13
2023-12-28,E,Home,303.31,6
2023-12-01,C,Home,47.37,5
2023-11-03,D,Toys,16.77,19
2023-11-29,B,Electronics,235.11,4
2023-11-14,C,Sports,29.51,13
2023-12-25,B,Home,18.31,12
2023-10-22,B,Home,455.02,18
2023-12-16,A,Clothing,93.7,8
2023-11-05,F,Sports,140.38,15
2023-12-07,F,Electronics,224.36,9
2023-10-11,B,Groceries,121.33,14
2023-11-03,D,Home,19.41,5
2023-10-29,B,Home,342.71,3
2023-11-07,A,Clothing,74.19,6
2023-11-30,B,Electronics,17.19,9
2023-12-26,F,Electronics,121.2,9
2023-12-27,C,Groceries,6.18,14
2023-10-09,A,Sports,35.15,19
2023-11-06,F,Home,49.93,4
2023-12-07,E,Toys,49.02,1
2023-12-05,C,Clothing,16.42,14
2023-10-18,D,Sports,44.45,14
2023-11-02,B,Toys,38.95,17
2023-10-14,F,Sports,157.84,7
2023-11-10,E,Groceries,38.37,4
2023-11-19,F,Groceries,37.13,4
2023-10-31,B,Electronics,387.65,7
2023-10-24,D,Sports,355.22,6
2023-12-24,C,Sports,48.14,17
2023-11-03,C,Home,72.65,15
2023-10-19,A,Home,478.67,8
2023-10-03,E,Electronics,151.61,14
2023-10-12,B,Clothing,23.59,13
2023-12-28,A,Home,131.57,14
2023-10-25,A,Electronics,492.1,11
2023-11-21,A,Groceries,41.61,12
2023-10-11,F,Clothing,20.94,11
2023-12-01,E,Electronics,264.69,7
2023-11-22,F,Groceries,93.99,2
2023-11-25,C,Electronics,421.41,18
2023-10-26,D,Groceries,269.88,13
2023-12-25,C,Home,149.53,3
2023-10-26,D,Home,264.87,4
2023-12-29,F,Clothing,29.93,5
2023-12-01,F,Toys,45.87,17
2023-10-15,E,Home,251.24,14
2023-10-25,C,Sports,373.37,6
2023-11-01,A,Electronics,37.02,3
2023-10-03,F,Clothing,17.58,17
2023-10-19,E,Toys,40.01,3
2023-10-26,F,Toys,37.56,9
2023-12-15,D,Home,493.36,10
2023-12-02,D,Groceries,382.19,10
2023-10-15,A,Clothing,347.16,5
2023-10-13,C,Toys,72.43,13
2023-12-31,C,Toys,63.55,11
2023-11-09,A,Clothing,167.25,14
2023-12-13,E,Home,142.09,9
2023-12-08,F,Toys,11.43,10
2023-12-14,D,Toys,98.5,19
2023-12-17,F,Groceries,223.22,3
2023-11-19,A,Groceries,164.14,10
2023-12-23,A,Home,194.78,6
2023-12-15,F,Toys,11.91,3
2023-10-11,C,Home,32.93,6
2023-11-18,E,Electronics,140.76,3
2023-11-17,B,Home,94.34,1
2023-12-24,A,Groceries,34.87,4
2023-11-18,B,Home,369.83,4
2023-10-24,E,Toys,108.34,14
2023-11-22,E,Groceries,5.56,4
2023-11-23,D,Clothing,62.01,11
2023-12-02,C,Toys,459.49,15
2023-11-25,D,Groceries,10.31,11
2023-10-25,F,Electronics,379.1,10
2023-12-20,A,Sports,78.95,17
2023-11-01,D,Home,314.56,18
2023-10-14,C,Toys,72.56,9
2023-12-09,B,Home,494.4,7
2023-11-22,D,Groceries,52.35,5
2023-11-13,B,Electronics,249.17,16
2023-10-26,D,Electronics,493.23,18
2023-11-27,D,Toys,22.25,2
2023-11-29,E,Groceries,38.21,14
2023-10-18,C,Groceries,44.62,14
2023-10-10,F,Sports,9.93,14
2023-11-27,C,Toys,21.15,6
2023-10-25,C,Clothing,238.24,8
2023-11-17,F,Electronics,491.32,13
2023-12-31,D,Sports,43.85,18
2023-10-19,D,Home,290.91,7
2023-12-15,C,Electronics,93.59,13
2023-12-31,F,Sports,21.05,17
2023-10-14,F,Sports,39.78,16
2023-11-02,A,Electronics,442.72,10
2023-12-27,E,Clothing,170.9,11
2023-11-23,D,Groceries,378.27,11
2023-11-27,A,Home,243.62,16
2023-11-13,A,Sports,397.87,13
2023-11-11,F,Electronics,104.61,8
2023-10-31,A,Groceries,21.14,1
2023-10-08,D,Clothing,48.77,14
2023-11-21,D,Groceries,22.01,14
2023-12-25,A,Electronics,164.66,18
2023-12-10,E,Electronics,406.93,11
2023-10-07,E,Toys,142.54,16
2023-10-10,E,Groceries,329.59,4
2023-10-11,F,Electronics,43.5,10
2023-12-13,B,Clothing,75.5,3
2023-11-05,D,Clothing,79.8,1
2023-11-27,B,Clothing,317.93,6
2023-11-19,F,Sports,26.09,18
2023-12-26,E,Toys,36.4,6
2023-11-24,A,Sports,422.64,1
2023-12-28,B,Toys,47.37,4
2023-12-23,E,Groceries,104.83,2
2023-10-18,C,Home,19.85,8
2023-11-02,C,Electronics,459.36,15
2023-11-27,C,Groceries,334.27,18
2023-11-20,F,Sports,23.35,6
2023-11-26,A,Electronics,340.9,1
2023-11-28,E,Toys,23.8,1
2023-10-17,C,Electronics,72.43,6
2023-11-04,B,Home,136.44,16
2023-11-11,D,Clothing,32.32,11
2023-10-28,F,Clothing,238.94,1
2023-12-07,E,Groceries,102.05,17
2023-10-22,D,Home,16.33,16
2023-12-21,E,Toys,43.65,11
2023-11-30,C,Sports,347.75,8
2023-10-25,B,Sports,453.63,6
2023-12-05,C,Home,250.97,14
2023-10-10,A,Electronics,413.67,1
2023-11-25,A,Home,156.28,3
2023-11-10,F,Home,67.59,2
2023-10-20,C,Electronics,355.59,2
2023-12-10,B,Toys,318.74,18
2023-11-24,A,Clothing,257.45,7
2023-12-26,C,Electronics,430.49,7
2023-12-08,D,Clothing,5.35,17
2023-11-30,C,Clothing,25.2,11
2023-12-26,A,Electronics,465.97,2
2023-12-15,D,Groceries,32.61,19
2023-10-13,B,Sports,17.18,6
2023-11-29,E,Clothing,216.3,11
2023-11-02,B,Sports,445.39,4
2023-10-22,A,Toys,82.13,11
2023-11-10,E,Clothing,246.54,11
2023-11-25,A,Home,68.92,19
2023-12-10,D,Home,167.27,5
2023-12-25,A,Groceries,284.6,10
2023-12-24,D,Clothing,97.4,5
2023-12-01,C,Electronics,442.47,19
2023-10-20,E,Sports,475.55,3
2023-12-26,D,Toys,450.33,8
2023-11-22,C,Sports,219.12,11
2023-11-30,E,Groceries,212.12,1
2023-12-15,C,Home,404.38,13
2023-11-11,B,Home,346.93,16
2023-12-10,A,Clothing,73.1,9
2023-10-23,C,Electronics,303.16,11
2023-12-27,C,Electronics,30.82,16
2023-12-04,F,Sports,104.07,10
2023-12-19,B,Electronics,378.66,5
2023-12-01,C,Sports,434.87,13
2023-12-28,B,Toys,64.92,16
2023-12-28,F,Sports,172.75,7
2023-12-16,B,Toys,37.57,14
2023-10-25,F,Toys,15.55,3
2023-11-02,E,Electronics,371.19,6
2023-10-12,D,Clothing,41.11,10
2023-12-01,F,Home,66.38,19
2023-12-09,E,Home,154.7,1
2023-10-12,E,Groceries,103.32,4
2023-12-25,A,Sports,45.21,13
2023-11-27,C,Sports,40.26,1
2023-12-12,C,Home,432.23,6
2023-12-16,C,Clothing,338.91,16
2023-12-30,E,Home,140.36,11
2023-11-16,F,Toys,250.96,5
2023-11-01,A,Groceries,346.23,15
2023-10-05,D,Clothing,39.99,12
2023-10-09,C,Toys,186.0,17
2023-11-13,C,Home,291.48,14
2023-12-28,D,Clothing,38.15,4
2023-11-12,B,Toys,22.36,10
2023-10-19,A,Electronics,296.46,17
2023-12-28,E,Clothing,18.21,19
2023-12-11,C,Clothing,19.55,2
2023-12-14,B,Clothing,39.31,15
2023-11-17,D,Sports,34.38,1
2023-10-15,D,Groceries,45.61,15
2023-11-02,C,Electronics,488.96,6
2023-10-29,F,Home,29.7,7
2023-11-19,F,Sports,48.61,6
2023-12-12,A,Clothing,37.11,9
2023-11-17,F,Toys,21.79,6
2023-12-20,D,Groceries,69.09,1
2023-11-01,C,Groceries,37.86,1
2023-12-25,A,Groceries,98.22,1
2023-12-15,E,Toys,11.68,11
2023-12-03,F,Electronics,239.39,10
2023-12-27,D,Toys,217.8,12
2023-12-24,D,Sports,383.87,2
2023-12-04,D,Clothing,25.45,1
2023-12-21,A,Clothing,66.01,1
2023-11-12,F,Electronics,93.69,13
2023-12-08,D,Clothing,88.99,13
2023-11-05,C,Clothing,41.37,1
2023-11-18,B,Home,309.62,1
2023-10-11,F,Home,429.37,19
2023-12-27,F,Groceries,35.96,8
2023-12-21,B,Clothing,30.05,3
2023-10-08,B,Toys,70.94,5
2023-11-05,E,Groceries,434.34,13
2023-10-21,E,Toys,32.27,1
2023-11-03,E,Groceries,92.3,1
2023-12-14,A,Clothing,22.44,1
2023-11-10,F,Home,257.74,18
2023-10-15,B,Toys,278.73,3
2023-10-24,D,Sports,454.92,2
2023-11-24,F,Toys,269.64,7
2023-10-18,D,Clothing,60.72,10
2023-11-17,C,Electronics,322.94,14
2023-11-26,C,Electronics,32.42,9
2023-12-19,D,Toys,159.05,6
2023-10-13,B,Electronics,192.59,8
2023-12-16,A,Sports,69.16,1
2023-10-19,F,Electronics,279.79,2
2023-11-30,F,Groceries,37.0,8
2023-10-22,C,Home,219.4,12
2023-12-28,D,Clothing,22.65,2
2023-11-25,D,Sports,47.61,18
2023-12-26,C,Toys,59.33,4
2023-10-14,F,Clothing,41.84,1
2023-11-29,F,Clothing,19.86,6
2023-12-29,B,Home,12.76,3
2023-10-23,E,Clothing,33.64,2
2023-11-30,A,Electronics,44.44,3
2023-12-09,C,Groceries,93.1,10
2023-10-05,E,Home,181.67,10
2023-12-21,A,Clothing,22.59,2
2023-11-05,A,Toys,23.77,5
2023-11-19,A,Electronics,366.32,11
2023-10-08,E,Groceries,24.17,14
2023-11-03,F,Home,57.6,9
2023-12-28,D,Sports,12.8,7
2023-11-30,E,Electronics,379.72,18
2023-12-27,C,Clothing,187.78,1
2023-12-24,B,Groceries,30.07,1
2023-12-25,A,Groceries,13.03,1
2023-12-07,A,Groceries,14.09,1
2023-11-29,D,Toys,97.29,7
2023-11-12,D,Clothing,79.0,1
2023-12-05,F,Groceries,37.63,8
2023-11-11,F,Clothing,90.0,1
2023-11-27,D,Groceries,42.05,1
2023-12-28,F,Sports,49.99,18
2023-10-01,F,Home,61.71,10
2023-11-08,E,Groceries,35.21,18
2023-10-19,C,Home,314.78,10
2023-10-07,B,Sports,283.25,6
2023-11-19,A,Sports,410.22,18
2023-11-15,D,Clothing,73.93,4
2023-12-08,F,Electronics,344.62,7
2023-10-20,F,Clothing,329.58,8
2023-10-11,F,Clothing,165.6,11
2023-10-28,B,Toys,135.99,1
2023-11-05,F,Groceries,277.08,14
2023-12-12,F,Groceries,98.16,6
2023-10-05,D,Clothing,34.52,4
2023-10-17,C,Clothing,41.02,17
2023-12-04,E,Home,440.33,3
2023-11-09,E,Electronics,140.28,2
2023-12-27,F,Toys,71.35,4
2023-11-08,C,Sports,170.59,2
2023-10-10,C,Toys,123.71,19
2023-11-07,E,Toys,85.63,19
2023-12-08,B,Toys,485.35,19
2023-10-17,E,Clothing,21.04,1
2023-10-20,C,Home,412.1,10
2023-10-10,F,Toys,74.66,11
2023-12-27,A,Toys,80.82,13
2023-11-14,D,Toys,78.12,10
2023-12-26,D,Sports,345.36,10
2023-10-07,F,Clothing,46.9,9
2023-11-06,A,Groceries,69.67,18
2023-12-15,B,Home,110.3,6
2023-12-20,D,Electronics,143.14,4
2023-11-03,D,Groceries,79.01,5
2023-12-17,D,Sports,287.79,7
2023-11-22,F,Groceries,75.32,4
2023-11-20,E,Toys,294.09,3
2023-12-02,D,Home,139.03,3
2023-12-06,D,Sports,119.58,11
2023-10-20,E,Toys,138.51,5
2023-11-13,F,Groceries,78.94,18
2023-12-28,F,Home,251.1,10
2023-10-24,D,Home,197.64,18
2023-12-19,D,Home,441.03,5
2023-10-27,F,Home,274.36,5
2023-12-02,C,Clothing,90.0,18
2023-10-24,A,Sports,151.44,4
2023-11-01,F,Toys,46.12,3
2023-10-31,B,Toys,25.87,16
2023-10-14,D,Electronics,172.47,18
2023-12-04,B,Toys,41.58,7
2023-11-09,C,Home,486.05,2
2023-12-20,B,Toys,46.45,1
2023-10-17,B,Sports,101.4,9
2023-10-12,C,Clothing,32.78,1
2023-10-15,C,Home,443.55,12
2023-10-18,B,Home,418.68,12
2023-12-20,D,Groceries,32.93,1
2023-12-31,E,Groceries,57.35,8
2023-12-28,C,Groceries,49.88,13
2023-10-17,A,Home,131.3,2
2023-10-01,D,Clothing,65.31,18
2023-11-08,A,Clothing,18.42,12
2023-10-01,A,Groceries,58.69,15
2023-10-29,B,Clothing,86.66,6
2023-12-10,F,Home,200.97,1
2023-10-09,E,Sports,92.52,9
2023-10-29,C,Groceries,21.52,12
2023-11-26,A,Home,128.89,8
2023-11-23,C,Sports,171.68,2
2023-10-15,B,Electronics,45.59,1
2023-10-31,A,Toys,7.12,6
2023-12-07,E,Clothing,456.16,1
2023-11-14,F,Groceries,111.29,1
2023-12-10,C,Groceries,51.87,7
2023-12-19,B,Home,225.64,4
2023-11-26,D,Clothing,45.45,1
2023-10-28,E,Sports,453.58,4
2023-10-17,F,Home,493.71,17
2023-12-14,F,Home,331.39,16
2023-12-18,E,Home,433.84,6
2023-10-14,D,Toys,8.01,6
2023-12-01,F,Sports,18.45,11
2023-12-13,B,Electronics,370.84,3
2023-10-25,D,Toys,203.14,12
2023-12-11,A,Sports,399.87,6
2023-10-09,E,Home,267.66,12
2023-10-22,C,Toys,119.45,19
2023-11-01,D,Sports,41.26,17
2023-12-16,F,Groceries,34.42,6
2023-10-11,F,Toys,15.31,10
2023-10-29,A,Groceries,57.21,16
2023-12-22,B,Home,331.94,17
2023-12-21,E,Clothing,84.47,1
2023-11-29,F,Toys,180.44,2
2023-11-23,D,Clothing,79.86,11
2023-10-28,E,Groceries,15.3,5
2023-11-17,D,Clothing,40.27,6
2023-11-06,D,Sports,68.27,14
2023-11-23,A,Clothing,45.3,14
2023-12-02,E,Home,41.62,14
2023-12-19,C,Sports,171.69,14
2023-11-30,E,Clothing,324.9,6
2023-11-14,F,Sports,254.28,13
2023-10-13,A,Electronics,250.93,4
2023-12-18,E,Clothing,57.03,4
2023-11-27,D,Electronics,409.26,9
2023-10-27,E,Clothing,316.5,19
2023-11-21,B,Sports,464.77,3
2023-12-05,F,Sports,412.15,15
2023-12-03,C,Home,159.31,16
2023-12-20,B,Sports,120.66,14
2023-12-14,F,Toys,197.07,2
2023-11-12,B,Clothing,63.02,1
2023-10-07,D,Toys,88.51,12
2023-10-26,A,Home,44.94,4
2023-11-16,B,Groceries,118.43,19
2023-10-08,C,Sports,60.07,6
2023-12-30,A,Groceries,375.14,7
2023-10-26,E,Home,40.43,17
2023-12-22,F,Home,403.83,17
2023-10-18,A,Sports,175.85,6
2023-12-29,B,Toys,142.05,4
2023-11-08,E,Sports,55.3,2
2023-12-09,C,Groceries,46.13,10
2023-11-06,C,Home,104.75,9
2023-10-21,E,Electronics,380.01,8
2023-12-23,C,Sports,181.99,12
2023-12-16,D,Sports,463.07,10
2023-11-20,C,Sports,268.23,18
2023-11-18,E,Groceries,91.66,1
2023-11-13,A,Sports,34.24,2
2023-10-06,A,Groceries,405.69,3
2023-10-05,A,Groceries,304.27,15
2023-10-13,B,Home,244.37,17
2023-12-26,C,Clothing,144.96,19
2023-12-28,D,Groceries,190.16,5
2023-11-25,B,Home,401.97,1
2023-10-30,F,Sports,480.35,3
2023-12-08,A,Groceries,447.55,10
2023-11-16,B,Electronics,9.67,9
2023-11-25,D,Clothing,51.56,4
2023-12-09,F,Electronics,252.47,3
2023-12-18,C,Toys,37.0,7
2023-10-19,E,Toys,68.61,7
2023-11-22,D,Home,333.3,5
2023-11-03,B,Electronics,451.19,15
2023-10-04,A,Groceries,337.17,4
2023-12-06,D,Electronics,432.77,4
2023-11-08,C,Groceries,343.48,2
2023-12-21,C,Electronics,63.16,19
2023-12-03,B,Electronics,143.82,13
2023-11-23,F,Toys,178.92,12
2023-11-04,B,Clothing,80.93,13
2023-10-10,E,Toys,434.94,11
2023-10-14,F,Sports,196.11,2
2023-10-14,F,Electronics,112.83,3
2023-10-03,F,Sports,331.31,12
2023-11-07,B,Groceries,115.1,4
2023-10-07,E,Groceries,64.02,8
2023-10-25,C,Toys,128.92,2
2023-10-23,C,Clothing,399.14,12
2023-11-30,E,Groceries,69.0,1
2023-11-28,D,Clothing,45.16,16
2023-11-15,E,Electronics,372.11,7
2023-11-24,A,Home,325.9,9
2023-11-24,C,Home,211.33,7
2023-12-31,C,Sports,376.48,14
2023-11-17,C,Toys,498.18,9
2023-10-19,F,Toys,487.18,7
2023-12-31,F,Toys,372.22,9
2023-12-02,A,Electronics,209.82,19
2023-10-04,F,Toys,421.71,5
2023-10-13,A,Toys,381.4,2
2023-11-30,F,Home,356.44,14
2023-12-15,D,Toys,143.37,18
2023-10-09,D,Clothing,32.0,4
2023-12-10,D,Sports,437.87,3
2023-12-14,C,Groceries,38.04,2
2023-12-15,C,Clothing,29.1,14
2023-12-20,C,Clothing,32.02,16
2023-12-09,E,Toys,35.63,3
2023-11-27,D,Sports,379.62,4
2023-12-31,E,Home,184.91,11
2023-11-03,E,Home,149.68,19
2023-11-14,D,Sports,195.05,11
2023-10-27,D,Clothing,217.48,12
2023-12-04,A,Toys,409.26,8
2023-12-05,D,Electronics,434.29,7
2023-11-29,A,Home,172.45,5
2023-10-28,E,Clothing,336.05,8
2023-12-21,C,Clothing,434.11,19
2023-12-23,F,Home,63.87,12
2023-12-10,C,Sports,220.46,10
2023-12-18,F,Toys,286.63,3
2023-10-22,F,Electronics,300.52,3
2023-12-31,A,Sports,363.59,15
2023-10-08,A,Electronics,242.15,11
2023-12-09,C,Toys,403.59,15
2023-10-28,B,Electronics,31.83,15
2023-12-11,D,Electronics,190.47,1
2023-12-22,A,Groceries,491.26,8
2023-12-30,B,Toys,389.27,6
2023-11-22,B,Groceries,288.67,19
2023-10-21,D,Toys,141.72,2
2023-10-19,C,Sports,49.28,7
2023-10-06,A,Home,306.46,9
2023-11-21,C,Clothing,42.64,18
2023-12-22,E,Sports,38.83,13
2023-10-06,C,Electronics,265.52,4
2023-12-20,D,Clothing,20.99,16
2023-12-16,A,Home,482.66,5
2023-11-16,C,Clothing,28.42,11
2023-11-02,F,Home,19.28,19
2023-12-11,A,Clothing,497.03,16
2023-12-07,F,Toys,164.52,18
2023-10-29,A,Clothing,28.22,3
2023-11-16,C,Electronics,157.22,12
2023-10-29,B,Home,88.21,17
2023-12-01,A,Groceries,60.55,9
2023-11-02,C,Clothing,39.76,15
2023-12-15,B,Toys,346.06,18
2023-10-17,C,Home,394.62,13
2023-12-30,D,Clothing,24.35,10
2023-11-28,C,Electronics,301.06,11
2023-10-02,A,Toys,205.61,9
2023-11-15,A,Toys,349.26,8
2023-12-17,C,Groceries,40.0,5
2023-10-08,C,Clothing,26.3,1
2023-12-23,D,Toys,39.56,2
2023-11-20,B,Electronics,133.5,7
2023-11-20,B,Sports,150.74,10
2023-10-21,F,Home,393.44,17
2023-10-19,E,Home,270.06,12
2023-12-08,F,Clothing,83.24,11
2023-11-18,F,Home,76.17,1
2023-11-20,C,Clothing,352.27,1
2023-11-07,C,Home,60.67,10
2023-11-07,C,Clothing,232.69,9
2023-12-14,C,Groceries,9.75,8
2023-10-03,C,Groceries,219.76,1
2023-10-29,C,Clothing,478.7,18
2023-12-14,F,Toys,88.76,2
2023-11-27,B,Groceries,91.54,17
2023-11-12,A,Home,251.39,10
2023-12-10,C,Home,442.47,17
2023-10-17,C,Toys,38.05,7
2023-11-03,D,Clothing,37.86,1
2023-12-31,F,Electronics,44.13,18
2023-12-02,A,Clothing,489.46,7
2023-10-27,A,Home,475.9,13
2023-11-20,B,Sports,35.81,18
2023-11-27,C,Groceries,39.1,15
2023-12-28,C,Electronics,197.4,2
2023-12-04,F,Toys,32.02,12
2023-12-29,A,Toys,49.79,17
2023-11-07,C,Electronics,456.25,17
2023-10-21,A,Home,44.26,9
2023-12-27,A,Sports,261.37,3
2023-10-24,F,Clothing,139.07,3
2023-10-18,B,Clothing,495.83,7
2023-10-05,A,Electronics,455.34,18
2023-10-24,E,Groceries,79.33,4
2023-10-14,D,Home,450.64,13
2023-12-12,C,Sports,35.36,18
2023-11-07,C,Electronics,296.31,2
2023-10-04,D,Clothing,77.83,12
2023-11-11,A,Clothing,68.85,11
2023-12-25,D,Groceries,56.01,17
2023-11-21,A,Sports,386.49,14
2023-12-15,B,Electronics,203.84,9
2023-10-07,F,Groceries,30.36,16
2023-12-14,C,Toys,193.11,7
2023-11-07,B,Electronics,426.89,4
2023-12-18,D,Groceries,301.73,17
2023-10-20,C,Electronics,131.87,12
2023-10-05,B,Toys,254.76,3
2023-10-02,C,Home,297.26,11
2023-10-10,F,Electronics,57.91,12
2023-12-16,B,Electronics,10.81,1
2023-12-15,B,Electronics,102.62,5
2023-11-17,F,Toys,22.27,1
2023-10-18,D,Toys,9.93,8
2023-11-29,D,Sports,70.1,14
