date,product,category,price,quantity
2023-01-08,D,Clothing,401.99,19
2023-02-17,D,Toys,226.58,17
2023-03-19,B,Toys,191.82,19
2023-01-16,D,Clothing,413.52,5
2023-03-02,A,Toys,292.61,19
2023-03-31,D,Clothing,406.31,16
2023-02-23,D,Clothing,77.46,16
2023-02-28,C,Sports,456.87,9
2023-01-05,C,Toys,160.44,11
2023-02-23,C,Sports,48.97,7
2023-01-15,F,Sports,135.45,13
2023-03-03,A,Sports,100.2,3
2023-01-27,E,Home,363.38,19
2023-02-23,D,Sports,380.6,9
2023-01-13,F,Sports,473.92,3
2023-02-02,B,Toys,465.15,11
2023-02-05,E,Home,26.56,8
2023-01-25,C,Home,121.04,9
2023-03-20,E,Electronics,351.86,11
2023-03-04,A,Groceries,50.63,17
2023-02-13,A,Electronics,459.94,10
2023-03-25,F,Groceries,20.05,1
2023-02-08,E,Electronics,27.23,12
2023-03-11,A,Home,184.87,11
2023-01-04,B,Toys,186.48,16
2023-01-07,F,Toys,475.99,19
2023-03-23,A,Sports,81.62,6
2023-01-25,C,Electronics,276.39,16
2023-03-07,B,Electronics,493.08,18
2023-03-25,B,Toys,379.17,9
2023-01-07,D,Sports,134.31,19
2023-03-10,A,Home,448.21,13
2023-03-05,B,Groceries,65.4,18
2023-02-26,A,Electronics,49.91,10
2023-03-10,F,Home,20.34,2
2023-01-07,D,Home,115.73,7
2023-02-03,C,Clothing,38.16,18
2023-01-24,F,Groceries,236.59,3
2023-01-25,D,Home,71.11,4
2023-03-07,E,Groceries,25.23,17
2023-02-09,D,Clothing,495.61,17
2023-02-20,F,Groceries,7.38,6
2023-01-29,C,Sports,257.22,15
2023-03-24,C,Clothing,61.55,2
2023-02-28,D,Toys,190.1,17
2023-03-19,E,Sports,237.39,16
2023-02-04,E,Groceries,33.31,13
2023-02-12,F,Electronics,354.82,15
2023-02-13,A,Home,209.51,10
2023-03-24,E,Electronics,17.42,6
2023-01-24,E,Clothing,439.65,15
2023-01-28,F,Electronics,225.12,8
2023-03-01,F,Electronics,104.06,8
2023-02-22,D,Sports,392.64,11
2023-01-17,E,Electronics,417.98,4
2023-02-26,B,Electronics,401.25,13
2023-02-25,B,Clothing,35.69,14
2023-01-27,B,Toys,117.41,12
2023-03-15,A,Electronics,107.74,4
2023-01-28,F,Toys,201.72,8
2023-01-20,B,Sports,150.99,19
2023-02-03,C,Home,308.71,3
2023-03-24,A,Home,72.91,8
2023-01-02,D,Home,445.8,12
2023-01-30,D,Toys,77.89,1
2023-01-16,E,Clothing,80.52,5
2023-03-13,B,Clothing,18.47,8
2023-02-15,F,Electronics,25.92,19
2023-02-14,C,Home,129.73,12
2023-03-15,C,Toys,370.61,10
2023-02-25,F,Home,103.56,13
2023-03-11,F,Groceries,468.85,3
2023-01-11,A,Clothing,94.14,13
2023-01-23,B,Clothing,97.87,14
2023-03-11,C,Toys,214.5,5
2023-02-01,A,Clothing,75.03,19
2023-02-08,D,Electronics,385.07,6
2023-02-14,D,Sports,462.1,18
2023-02-22,E,Clothing,62.1,11
2023-01-03,C,Sports,432.35,4
2023-02-08,E,Electronics,442.42,1
2023-03-18,F,Home,310.19,19
2023-03-22,F,Electronics,254.89,12
2023-03-20,C,Home,120.97,17
2023-01-17,F,Home,286.75,19
2023-01-16,D,Groceries,44,3
2023-01-31,C,Sports,430.43,2
2023-03-25,B,Sports,366.1,11
2023-03-13,A,Sports,160.33,9
2023-02-23,F,Toys,218.73,4
2023-03-27,D,Toys,480.13,4
2023-03-05,E,Sports,442.77,8
2023-02-09,D,Groceries,165.65,12
2023-01-15,A,Sports,378.58,5
2023-03-12,F,Groceries,394.75,16
2023-01-18,E,Groceries,470.87,9
2023-02-13,A,Home,116.59,1
2023-02-28,A,Electronics,97.3,18
2023-02-09,E,Groceries,440.26,10
2023-02-19,B,Groceries,222.11,3
2023-03-22,C,Home,413.31,11
2023-02-06,E,Home,129.24,6
2023-03-13,C,Groceries,23.63,1
2023-01-21,E,Groceries,68.78,3
2023-03-16,C,Sports,292.04,2
2023-03-30,E,Home,155.13,3
2023-03-07,A,Toys,68.97,3
2023-01-16,D,Toys,400.03,10
2023-03-28,B,Groceries,448.84,6
2023-03-18,B,Toys,275.6,16
2023-02-11,C,Clothing,29.59,4
2023-02-10,C,Toys,366.76,19
2023-01-06,C,Toys,298.43,1
2023-01-17,D,Clothing,20,2
2023-01-22,E,Sports,178.75,15
2023-02-25,C,Clothing,18.20,1
2023-01-20,A,Home,345.23,13
2023-03-12,D,Home,224.16,7
2023-03-08,A,Home,452.64,11
2023-02-23,F,Home,359.94,6
2023-03-30,C,Sports,151.41,13
2023-01-22,E,Clothing,68.26,14
2023-02-11,A,Home,425.84,14
2023-03-28,F,Toys,461.73,19
2023-02-11,D,Home,14.41,8
2023-01-12,E,Groceries,435.12,15
2023-03-04,A,Sports,80.54,1
2023-02-24,F,Sports,101.02,18
2023-03-29,D,Clothing,41.95,6
2023-03-08,E,Sports,273.6,12
2023-01-16,E,Toys,361.27,14
2023-03-24,F,Sports,63.13,13
2023-03-07,D,Electronics,436.43,8
2023-02-18,C,Home,306.96,7
2023-02-14,B,Sports,270.92,10
2023-01-11,E,Toys,436.94,11
2023-03-14,E,Groceries,352.67,14
2023-03-05,D,Sports,306.32,9
2023-02-16,C,Groceries,28.78,5
2023-01-08,D,Sports,111.9,3
2023-01-14,D,Home,362.96,2
2023-02-05,A,Home,84.58,19
2023-01-30,D,Groceries,345.48,14
2023-03-29,D,Sports,331.91,8
2023-03-13,F,Sports,307.1,4
2023-03-09,D,Toys,146.88,17
2023-03-22,D,Home,106.4,6
2023-03-08,F,Groceries,340.01,6
2023-03-13,F,Electronics,202.95,18
2023-03-10,E,Home,174.38,9
2023-02-12,D,Home,51.61,14
2023-02-10,D,Sports,441.49,11
2023-03-21,A,Groceries,383.57,12
2023-01-02,A,Toys,66.61,17
2023-01-31,B,Clothing,327.16,7
2023-02-06,C,Groceries,171.4,13
2023-03-18,E,Home,58.86,14
2023-01-08,D,Electronics,323.51,2
2023-03-10,E,Toys,385.67,6
2023-03-29,B,Electronics,382.1,10
2023-03-29,A,Clothing,88.23,7
2023-02-28,E,Home,117.99,7
2023-02-17,B,Electronics,79.75,8
2023-01-07,E,Sports,464.87,17
2023-02-05,E,Home,324.48,10
2023-03-09,A,Clothing,59.01,5
2023-02-25,E,Sports,352.44,12
2023-02-26,F,Home,305.65,8
2023-03-27,A,Electronics,334.09,8
2023-02-07,C,Clothing,92.73,19
2023-02-03,D,Sports,498.52,17
2023-01-15,A,Electronics,465.73,17
2023-02-25,B,Sports,61.97,18
2023-02-05,D,Electronics,349.64,3
2023-01-28,D,Electronics,189.66,3
2023-03-15,D,Clothing,70.29,8
2023-01-24,A,Sports,361.54,10
2023-02-06,C,Electronics,165.71,15
2023-01-12,B,Clothing,278.75,5
2023-01-23,C,Groceries,445.98,5
2023-01-23,F,Groceries,140.8,10
2023-03-19,C,Electronics,275.07,9
2023-01-09,B,Sports,117.17,8
2023-01-30,B,Electronics,392.19,18
2023-02-20,F,Clothing,31.33,18
2023-03-13,D,Groceries,80.06,8
2023-03-27,C,Sports,194.87,1
2023-01-05,F,Electronics,59.68,6
2023-02-07,D,Clothing,248.35,14
2023-02-06,B,Groceries,5.39,15
2023-01-09,A,Electronics,495.18,19
2023-03-04,C,Electronics,457.27,10
2023-02-07,D,Clothing,69.72,13
2023-03-15,F,Groceries,234.73,14
2023-02-08,E,Clothing,40.91,8
2023-02-26,E,Groceries,16.34,9
2023-02-17,B,Electronics,35.69,14
2023-02-15,E,Groceries,232.62,13
2023-01-14,E,Clothing,21.36,16
2023-02-14,B,Clothing,87.11,8
2023-01-15,B,Groceries,92.21,7
2023-01-23,D,Sports,32.59,11
2023-03-07,E,Toys,130.35,10
2023-02-14,F,Sports,255.42,8
2023-01-24,D,Groceries,497.12,13
2023-02-21,A,Toys,76.27,10
2023-01-01,C,Toys,434.07,17
2023-01-17,B,Home,407.35,2
2023-01-07,A,Clothing,40.17,2
2023-01-31,B,Electronics,317.45,7
2023-02-07,D,Sports,97.72,18
2023-02-22,C,Sports,175.61,2
2023-02-20,E,Toys,493.21,7
2023-02-16,F,Toys,496.09,14
2023-02-13,B,Clothing,147.21,15
2023-01-25,F,Toys,150.74,1
2023-02-27,A,Home,92.45,7
2023-01-23,A,Groceries,373.98,12
2023-03-26,C,Toys,476.71,6
2023-01-16,E,Electronics,254.79,9
2023-03-28,C,Sports,149.57,9
2023-01-22,E,Electronics,126.49,13
2023-01-29,E,Clothing,42.47,5
2023-01-17,A,Groceries,38.49,17
2023-03-13,C,Groceries,30.23,16
2023-02-02,D,Clothing,234.92,8
2023-01-03,C,Clothing,141.94,13
2023-02-26,B,Sports,320.7,19
2023-03-18,A,Home,108.18,9
2023-03-09,F,Electronics,345.77,16
2023-03-14,D,Electronics,36.28,8
2023-01-02,A,Toys,267.32,9
2023-01-05,F,Electronics,499.46,18
2023-01-24,F,Groceries,152.79,11
2023-01-04,F,Electronics,118.01,11
2023-01-31,D,Clothing,13.35,12
2023-03-28,D,Electronics,250.89,15
2023-01-12,A,Sports,97.36,8
2023-03-16,F,Clothing,258.63,1
2023-01-19,A,Clothing,300.64,14
2023-01-27,E,Toys,20.19,18
2023-03-15,D,Toys,29.92,18
2023-03-16,B,Toys,303.45,19
2023-02-27,B,Sports,476.5,12
2023-03-05,F,Clothing,20.47,8
2023-03-12,D,Toys,440.6,11
2023-02-04,F,Electronics,492.89,9
2023-02-17,B,Sports,468.56,2
2023-03-29,A,Electronics,317.88,2
2023-02-11,B,Sports,21.42,11
2023-01-03,C,Electronics,255.34,17
2023-02-23,E,Home,290.4,15
2023-02-09,B,Toys,372.96,12
2023-01-01,D,Clothing,252.92,10
2023-03-30,B,Home,200.82,1
2023-02-09,C,Electronics,144.26,12
2023-02-05,C,Home,78.04,5
2023-02-07,A,Sports,61.91,6
2023-02-25,B,Sports,384.63,12
2023-01-19,F,Toys,9.47,11
2023-03-08,D,Sports,451.22,16
2023-02-20,F,Electronics,342.94,19
2023-03-23,F,Sports,8.71,3
2023-01-14,E,Toys,236.59,12
2023-01-28,C,Clothing,190.32,13
2023-03-16,E,Sports,85.76,10
2023-03-04,E,Home,176.51,8
2023-03-04,F,Clothing,54.05,8
2023-03-08,D,Groceries,288.9,15
2023-03-20,B,Sports,166.36,3
2023-03-01,D,Toys,496.28,17
2023-02-27,A,Home,240.16,11
2023-03-21,E,Groceries,464.67,12
2023-03-25,B,Groceries,191.53,8
2023-03-06,D,Electronics,213.68,10
2023-03-27,C,Electronics,151.04,11
2023-03-02,D,Home,360.91,15
2023-01-12,B,Groceries,416.97,8
2023-03-26,A,Clothing,312.46,17
2023-03-01,E,Electronics,308.9,5
2023-03-22,A,Toys,393.75,13
2023-01-28,E,Groceries,92.11,19
2023-01-11,D,Toys,25.47,18
2023-01-28,B,Electronics,370.4,14
2023-03-20,C,Sports,162.36,14
2023-01-29,C,Sports,221.3,15
2023-01-14,E,Clothing,159.4,6
2023-03-26,F,Groceries,75.3,14
2023-03-05,E,Sports,332.84,19
2023-01-10,A,Toys,371.2,9
2023-01-28,B,Groceries,443.46,3
2023-03-14,C,Home,154.43,18
2023-02-22,A,Groceries,410.97,2
2023-03-08,F,Groceries,68.59,12
2023-02-15,A,Clothing,185.71,2
2023-03-03,C,Groceries,261.23,19
2023-01-08,E,Clothing,385.7,9
2023-01-29,C,Groceries,442.77,3
2023-01-13,E,Sports,17.66,3
2023-03-08,F,Groceries,479.45,18
2023-01-09,E,Clothing,23.23,14
2023-02-25,B,Toys,444.16,18
2023-01-11,A,Sports,371.31,1
2023-02-15,D,Electronics,216.18,5
2023-02-25,C,Groceries,133.5,12
2023-03-08,B,Groceries,365.02,13
2023-01-23,C,Sports,75.09,14
2023-02-16,C,Electronics,225.72,14
2023-01-16,B,Clothing,66.76,6
2023-01-04,A,Clothing,97.75,11
2023-03-22,D,Electronics,320.9,1
2023-03-27,E,Electronics,482.93,13
2023-01-30,F,Electronics,71.32,17
2023-01-08,B,Clothing,72.71,13
2023-01-22,A,Sports,150.66,18
2023-01-20,B,Toys,329.21,16
2023-02-15,A,Home,201.65,11
2023-03-07,E,Sports,177.48,9
2023-03-15,E,Electronics,455.19,4
2023-01-01,D,Groceries,14.95,17
2023-02-19,E,Sports,491.04,10
2023-02-02,B,Sports,189.24,10
2023-01-06,C,Home,227.55,15
2023-02-19,F,Home,184.33,7
2023-02-05,D,Clothing,95.86,2
2023-01-17,B,Electronics,438.76,11
2023-03-20,D,Clothing,441.92,14
2023-01-29,E,Clothing,258.55,19
2023-03-21,C,Home,36.1,17
2023-01-27,D,Electronics,314.22,13
2023-02-21,D,Groceries,135.58,13
2023-02-18,E,Toys,231.84,11
2023-01-05,D,Home,446.92,6
2023-02-24,B,Home,302.06,15
2023-02-26,F,Clothing,349.85,8
2023-03-28,A,Toys,60.3,1
2023-01-14,A,Sports,112.77,2
2023-02-24,C,Groceries,240.21,9
2023-01-07,E,Sports,16.87,8
2023-01-16,E,Clothing,498.92,1
2023-03-30,F,Sports,301.16,15
2023-01-21,E,Home,167.77,17
2023-02-23,D,Clothing,387.88,4
2023-02-04,D,Groceries,76.4,2
2023-02-05,D,Electronics,361.97,5
2023-02-12,A,Toys,286.14,14
2023-02-13,D,Groceries,491.08,17
2023-02-24,E,Toys,452.97,3
2023-03-23,B,Toys,178.14,2
2023-02-18,A,Home,364.39,12
2023-02-13,C,Clothing,414.84,7
2023-03-17,F,Clothing,357.64,2
2023-03-10,D,Sports,401.07,8
2023-01-11,B,Toys,152.63,11
2023-01-23,A,Groceries,422.72,13
2023-01-23,E,Groceries,169.31,18
2023-02-13,D,Toys,89.0,1
2023-01-18,A,Toys,226.82,12
2023-03-17,C,Clothing,422.42,14
2023-03-31,C,Toys,327.69,12
2023-03-21,B,Sports,362.73,14
2023-03-06,F,Electronics,267.78,7
2023-03-04,E,Clothing,277.04,1
2023-03-27,C,Home,99.21,16
2023-03-19,E,Toys,61.2,10
2023-01-07,D,Clothing,211.8,19
2023-01-12,F,Toys,266.72,3
2023-03-16,C,Toys,184.59,8
2023-02-28,D,Groceries,127.28,5
2023-03-06,F,Electronics,451.86,19
2023-03-16,E,Sports,168.98,14
2023-02-04,B,Sports,16.39,19
2023-03-30,D,Clothing,216.33,13
2023-03-31,B,Sports,150.19,13
2023-02-20,B,Home,224.43,1
2023-03-06,F,Sports,84.66,10
2023-03-23,F,Toys,292.05,11
2023-03-16,D,Home,44.15,10
2023-03-24,A,Sports,81.3,7
2023-03-19,E,Electronics,444.56,1
2023-02-27,A,Sports,257.4,15
2023-03-27,B,Home,180.41,7
2023-01-07,F,Toys,420.08,1
2023-02-19,A,Toys,190.11,8
2023-02-14,E,Toys,285.86,3
2023-01-01,B,Home,452.68,19
2023-02-20,B,Sports,182.87,18
2023-01-25,A,Electronics,104.18,2
2023-03-22,B,Electronics,438.13,2
2023-01-16,A,Clothing,112.06,17
2023-02-15,B,Electronics,298.06,12
2023-01-22,D,Groceries,168.45,15
2023-03-19,C,Electronics,113.47,19
2023-02-04,F,Home,151.68,13
2023-03-01,C,Groceries,210.8,15
2023-02-09,E,Electronics,204.37,15
2023-03-14,F,Electronics,317.29,17
2023-02-17,C,Toys,26.87,10
2023-02-02,B,Groceries,242.89,3
2023-02-21,F,Toys,252.49,7
2023-03-12,C,Clothing,314.31,12
2023-02-21,B,Toys,329.32,1
2023-03-14,D,Home,160.68,7
2023-03-02,F,Home,76.52,6
2023-02-23,B,Clothing,106.06,13
2023-01-10,E,Toys,459.88,17
2023-02-08,A,Groceries,358.52,2
2023-01-12,B,Groceries,89.5,3
2023-01-25,F,Clothing,353.42,9
2023-03-25,B,Electronics,287.77,1
2023-01-02,A,Sports,384.66,15
2023-01-17,F,Electronics,362.35,6
2023-03-11,D,Toys,445.09,10
2023-03-12,F,Toys,10.08,7
2023-03-29,D,Toys,207.79,1
2023-02-10,B,Clothing,36.89,13
2023-02-17,B,Toys,456.04,19
2023-02-15,E,Sports,443.54,16
2023-02-15,A,Sports,10.54,5
2023-02-12,F,Electronics,355.67,4
2023-03-03,B,Clothing,379.67,18
2023-01-31,E,Clothing,276.06,3
2023-03-01,F,Clothing,451.81,4
2023-02-16,D,Toys,56.95,2
2023-02-07,B,Electronics,421.42,2
2023-01-31,F,Sports,204.42,9
2023-02-22,B,Groceries,89.06,3
2023-01-02,C,Groceries,349.89,15
2023-03-04,B,Groceries,397.0,12
2023-02-22,F,Groceries,362.4,13
2023-03-05,C,Clothing,413.0,18
2023-01-14,D,Home,318.33,12
2023-03-22,D,Electronics,82.95,2
2023-01-06,B,Sports,192.91,6
2023-03-09,D,Clothing,162.19,5
2023-01-18,D,Sports,353.04,7
2023-01-24,E,Groceries,366.86,7
2023-02-03,A,Sports,160.78,1
2023-02-15,D,Home,120.03,10
2023-01-24,A,Home,353.07,13
2023-02-13,D,Clothing,412.21,14
2023-01-31,C,Clothing,295.61,1
2023-03-24,B,Home,277.05,7
2023-02-25,D,Sports,498.31,15
2023-03-23,D,Groceries,480.84,19
2023-02-27,A,Groceries,52.66,4
2023-01-01,E,Groceries,147.02,5
2023-02-12,A,Home,252.47,1
2023-03-09,E,Sports,284.1,5
2023-03-14,B,Clothing,282.33,19
2023-03-14,B,Clothing,356.89,12
2023-02-22,D,Groceries,199.15,13
2023-03-06,B,Groceries,411.7,5
2023-03-10,E,Clothing,109.75,17
2023-02-03,D,Toys,108.31,7
2023-02-26,F,Electronics,422.83,19
2023-01-27,C,Groceries,178.5,9
2023-03-08,E,Electronics,195.3,2
2023-02-26,A,Clothing,190.17,13
2023-02-08,F,Sports,380.09,1
2023-03-03,B,Clothing,326.06,2
2023-03-08,B,Toys,318.32,7
2023-02-03,A,Sports,367.39,3
2023-01-13,B,Groceries,480.62,10
2023-02-07,F,Clothing,121.62,4
2023-02-28,E,Sports,174.43,6
2023-03-06,F,Electronics,111.84,11
2023-03-12,C,Clothing,394.16,6
2023-01-30,E,Home,174.9,14
2023-03-14,D,Clothing,405.51,14
2023-02-19,A,Toys,460.27,6
2023-01-12,B,Toys,172.18,18
2023-03-23,F,Toys,284.58,8
2023-01-16,A,Toys,83.58,11
2023-02-28,F,Home,114.75,6
2023-03-05,D,Sports,327.32,16
2023-03-01,E,Clothing,188.86,16
2023-02-03,C,Toys,276.29,16
2023-03-02,F,Toys,468.1,17
2023-02-01,D,Clothing,124.92,10
2023-01-09,A,Clothing,124.96,8
2023-02-20,B,Home,187.41,8
2023-02-10,F,Home,348.53,1
2023-01-30,D,Sports,328.1,19
2023-02-01,F,Electronics,256.52,13
2023-03-09,C,Groceries,135.96,3
2023-03-22,B,Toys,286.17,11
2023-01-19,C,Groceries,370.46,17
2023-02-07,E,Groceries,20.24,14
2023-01-17,E,Sports,141.86,7
2023-03-12,F,Clothing,317.34,1
2023-01-08,C,Clothing,347.96,15
2023-01-02,C,Home,88.21,4
2023-02-14,E,Toys,99.7,19
2023-02-19,B,Electronics,475.72,15
2023-03-25,C,Clothing,283.83,19
2023-01-28,A,Home,113.66,10
2023-03-03,B,Sports,21.72,1
2023-03-28,B,Sports,40.65,3
2023-02-21,F,Electronics,338.54,6
2023-01-15,D,Toys,470.77,16
2023-02-01,E,Toys,82.61,16
2023-02-03,B,Groceries,170.88,4
2023-02-22,F,Electronics,448.28,8
2023-02-05,A,Clothing,438.49,14
2023-03-10,C,Groceries,251.45,13
2023-02-16,E,Toys,434.31,18
2023-01-08,C,Home,250.25,15
2023-02-03,A,Groceries,471.97,11
2023-01-05,F,Sports,145.73,2
2023-02-03,A,Sports,334.89,10
2023-02-01,A,Electronics,298.28,12
2023-03-09,D,Home,438.84,3
2023-01-28,C,Clothing,87.52,17
2023-01-28,C,Electronics,200.34,2
2023-02-15,B,Groceries,481.11,7
2023-02-26,F,Groceries,390.73,9
2023-03-06,F,Electronics,280.13,10
2023-03-06,E,Home,374.95,6
2023-01-14,C,Clothing,444.7,17
2023-02-08,E,Groceries,235.87,17
2023-02-24,E,Groceries,85.99,18
2023-02-21,B,Clothing,486.49,2
2023-03-17,B,Toys,186.5,10
2023-03-01,A,Sports,121.4,16
2023-03-22,F,Home,437.32,15
2023-03-22,E,Clothing,262.05,4
2023-01-22,D,Home,298.19,19
2023-01-06,E,Clothing,153.74,5
2023-02-19,F,Home,68.02,7
2023-02-04,A,Electronics,333.7,16
2023-03-27,A,Sports,232.4,11
2023-02-10,F,Clothing,119.62,6
2023-01-25,F,Home,141.67,17
2023-02-05,F,Groceries,156.05,14
2023-02-09,F,Home,37.81,19
2023-03-22,B,Toys,126.22,5
2023-03-20,B,Toys,158.66,1
2023-01-20,C,Clothing,435.17,13
2023-01-16,F,Electronics,165.75,3
2023-03-07,A,Groceries,369.13,9
2023-03-22,B,Clothing,459.0,19
2023-01-06,C,Sports,288.33,4
2023-03-31,F,Groceries,157.23,14
2023-03-29,B,Sports,307.02,19
2023-03-30,B,Sports,97.91,11
2023-01-02,F,Groceries,17.66,15
2023-01-29,A,Home,417.69,13
2023-01-04,B,Toys,404.09,1
2023-03-09,D,Clothing,298.76,13
2023-03-24,C,Toys,331.13,2
2023-01-16,F,Groceries,310.27,10
2023-02-08,D,Toys,194.2,12
2023-01-23,E,Clothing,472.68,17
2023-01-26,E,Toys,260.44,8
2023-03-02,D,Clothing,114.4,13
2023-02-17,E,Clothing,248.75,11
2023-01-17,D,Toys,101.17,17
2023-02-18,D,Home,365.11,5
2023-01-24,C,Clothing,143.63,11
2023-02-14,B,Home,92.84,11
2023-01-04,D,Electronics,447.2,1
2023-03-11,E,Toys,150.53,3
2023-03-05,D,Clothing,261.24,15
2023-01-22,F,Groceries,356.19,14
2023-01-26,E,Toys,182.9,10
2023-02-12,D,Sports,12.27,6
2023-01-07,A,Toys,45.74,7
2023-03-02,E,Toys,91.39,19
2023-03-17,A,Sports,499.36,8
2023-01-31,F,Toys,387.44,16
2023-03-20,E,Sports,69.37,11
2023-03-01,C,Clothing,209.21,10
2023-03-23,F,Toys,15.32,12
2023-02-11,D,Clothing,159.9,6
2023-01-26,A,Sports,89.59,7
2023-03-09,B,Electronics,5.68,5
2023-03-01,E,Electronics,199.57,1
2023-02-20,B,Home,24.93,2
2023-02-21,C,Toys,103.04,17
2023-01-27,C,Electronics,25.49,19
2023-01-17,B,Clothing,344.12,9
2023-01-19,F,Sports,318.98,17
2023-01-10,B,Home,419.67,19
2023-03-23,D,Sports,208.77,18
2023-03-19,A,Clothing,231.69,12
2023-03-14,A,Home,271.35,9
2023-02-12,A,Electronics,257.29,3
2023-03-19,F,Home,207.12,15
2023-02-07,D,Clothing,281.6,1
2023-03-03,E,Sports,403.27,16
2023-03-13,C,Sports,343.37,17
2023-03-13,E,Groceries,266.25,17
2023-02-14,C,Home,339.4,11
2023-02-06,A,Home,146.77,7
2023-02-09,B,Toys,130.13,5
2023-02-27,E,Home,259.59,6
2023-03-17,A,Toys,117.6,15
2023-02-04,A,Clothing,195.19,10
2023-03-23,C,Clothing,480.74,7
2023-02-17,E,Toys,317.73,2
2023-02-06,B,Groceries,433.25,5
2023-02-16,F,Sports,230.14,12
2023-02-27,A,Sports,253.88,6
2023-03-17,F,Home,221.82,18
2023-03-23,E,Electronics,328.87,15
2023-03-13,A,Groceries,145.76,4
2023-03-12,C,Sports,153.4,17
2023-01-27,F,Clothing,391.23,16
2023-03-31,C,Sports,442.11,19
2023-01-29,B,Electronics,36.58,8
2023-01-09,D,Groceries,31.63,5
2023-02-12,F,Clothing,280.83,12
2023-03-20,B,Toys,223.35,3
2023-02-10,E,Toys,76.84,6
2023-03-23,A,Home,88.32,19
2023-03-29,A,Clothing,302.54,17
2023-01-28,C,Sports,255.46,10
2023-03-12,E,Clothing,139.6,8
2023-01-04,D,Groceries,290.23,3
2023-01-03,A,Groceries,184.14,19
2023-01-13,C,Electronics,249.67,9
2023-03-13,C,Home,269.3,9
2023-03-05,F,Electronics,318.79,11
2023-03-16,C,Groceries,153.0,10
2023-02-10,B,Electronics,77.1,13
2023-03-30,F,Clothing,67.99,17
2023-02-27,C,Electronics,123.14,15
2023-03-30,B,Sports,301.73,13
2023-01-12,E,Sports,107.81,9
2023-03-01,A,Clothing,426.58,2
2023-01-08,E,Home,304.72,19
2023-03-04,B,Home,308.81,9
2023-01-27,F,Home,71.28,7
2023-01-13,D,Sports,84.22,7
2023-03-06,B,Clothing,389.43,2
2023-02-27,D,Sports,77.35,4
2023-02-23,A,Toys,440.25,15
2023-02-14,E,Electronics,179.14,16
